source_row_ordinal,repo_ref,commit_sha,run_id,data_release,evidence_role,superseded,authoritative_now,derived_feature_id,production_family,transform,declared_base_fields,effective_spec_dependencies,base_dependency_set,canonical_information_axis,axis_resolution_status,static_independence_status,unit_signature,window_family,transform_family,nested_derivation_depth,algebraic_equivalence,equivalence_group_id,equivalence_group_size_including_referenced_base_when_applicable,monotonic_rank_equivalence_risk,scope_restrictions,formula_provenance_status,formula_evidence,reconstructed_expression,expression_sha256,runtime_loaded,mapping_status,audit_notes
899,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Delta_12h__agg_trade_count_100k_1m,rolling_self_reproduction,Delta,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,12H_ROLLING,TEMPORAL_DIFFERENCE,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Delta(agg_trade_count_100k_1m,12)",77EF344D0C6D7E345432AD162B62CBA5086590EA9725EE59ABB93320E28B1EC9,false,STATIC_ONLY,
900,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Decay_12h__agg_trade_count_100k_1m,rolling_self_reproduction,Decay,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,12H_ROLLING,EXPONENTIAL_SMOOTHING,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Decay(agg_trade_count_100k_1m,12)",559DAEAD5BB84C0B8728C46995C2D2A7C9A68CE9A6F0D54DB778301FF0D1C4EC,false,STATIC_ONLY,
901,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMin_12h__agg_trade_count_100k_1m,rolling_self_reproduction,RollingMin,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,12H_ROLLING,ROLLING_EXTREME,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMin(agg_trade_count_100k_1m,12)",05D80D9294A64A8501E229C9F69325EE6C2E937B5A4F79703049C8B1F1501187,false,STATIC_ONLY,
902,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMax_12h__agg_trade_count_100k_1m,rolling_self_reproduction,RollingMax,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,12H_ROLLING,ROLLING_EXTREME,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMax(agg_trade_count_100k_1m,12)",CD9F48F1870411E661A86551252111EA35A9DDAC9E4262425393E8CE5B9DB135,false,STATIC_ONLY,
903,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,ZScore_12h__agg_trade_count_100k_1m,rolling_self_reproduction,ZScore,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,12H_ROLLING,ROLLING_MEAN_THEN_CROSS_SECTIONAL_ZSCORE,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;DECLARED_SAME_SYMBOL_BUT_EXECUTED_CROSS_SECTIONALLY;EFFECTIVE_CORE3_CROSS_SECTIONAL_DOF_AT_MOST_2,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"ZScore(TSMean(agg_trade_count_100k_1m,12))",BDDF7F87428EFA31C7ABC987F72E0E28CC875F2DFD69F6A05D581D39B03E9145,false,STATIC_ONLY,"historical formatter emits ZScore(TSMean(field,window)); evaluator implements ZScore as row-wise cross-sectional z-score"
904,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSMean_24h__agg_trade_count_100k_1m,rolling_self_reproduction,TSMean,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,24H_ROLLING,ROLLING_LOCATION,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSMean(agg_trade_count_100k_1m,24)",E879892E63A0A43C75F8A3C9B1DB459CBA0F960E2C4E2A00186AA8A27841B903,false,STATIC_ONLY,
905,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSStd_24h__agg_trade_count_100k_1m,rolling_self_reproduction,TSStd,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,24H_ROLLING,ROLLING_DISPERSION,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSStd(agg_trade_count_100k_1m,24)",2B20C6B719C2A8C96AF94672E9BE097D145BC4F5852AE84C5193A01B7C3D91A8,false,STATIC_ONLY,
906,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Delta_24h__agg_trade_count_100k_1m,rolling_self_reproduction,Delta,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,24H_ROLLING,TEMPORAL_DIFFERENCE,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Delta(agg_trade_count_100k_1m,24)",CA705F2BDE68653EF1EDBCD942FDE6143D80E7A4B45FDE444C79E7664A0C6120,false,STATIC_ONLY,
907,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Decay_24h__agg_trade_count_100k_1m,rolling_self_reproduction,Decay,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,24H_ROLLING,EXPONENTIAL_SMOOTHING,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Decay(agg_trade_count_100k_1m,24)",E25060214C52A07A985EDE0E78BBF73B53C274F76444067160DB3EB449D5F695,false,STATIC_ONLY,
908,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMin_24h__agg_trade_count_100k_1m,rolling_self_reproduction,RollingMin,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,24H_ROLLING,ROLLING_EXTREME,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMin(agg_trade_count_100k_1m,24)",FDB1549321B3A1D25844CE35BE41A16ED81FEE5B9AB1E87298CBE9CE1AE7471E,false,STATIC_ONLY,
909,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMax_24h__agg_trade_count_100k_1m,rolling_self_reproduction,RollingMax,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,24H_ROLLING,ROLLING_EXTREME,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMax(agg_trade_count_100k_1m,24)",EC2F3C9F4CC1CAD16BCCF3CAE01D6EED8DD8E57927D3431CAC39CF4A82C4B9AD,false,STATIC_ONLY,
910,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,ZScore_24h__agg_trade_count_100k_1m,rolling_self_reproduction,ZScore,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,24H_ROLLING,ROLLING_MEAN_THEN_CROSS_SECTIONAL_ZSCORE,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;DECLARED_SAME_SYMBOL_BUT_EXECUTED_CROSS_SECTIONALLY;EFFECTIVE_CORE3_CROSS_SECTIONAL_DOF_AT_MOST_2,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"ZScore(TSMean(agg_trade_count_100k_1m,24))",E8C642BB34E7F62BE03259ECFC84F892998B7DD862875909AA40392CA8BAB24D,false,STATIC_ONLY,"historical formatter emits ZScore(TSMean(field,window)); evaluator implements ZScore as row-wise cross-sectional z-score"
911,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSMean_48h__agg_trade_count_100k_1m,rolling_self_reproduction,TSMean,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,48H_ROLLING,ROLLING_LOCATION,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSMean(agg_trade_count_100k_1m,48)",0F90E93C5E3E83ED7EF9C45368B03DF44987B541F0ABC961019FBA325A80CACE,false,STATIC_ONLY,
912,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,TSStd_48h__agg_trade_count_100k_1m,rolling_self_reproduction,TSStd,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,48H_ROLLING,ROLLING_DISPERSION,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"TSStd(agg_trade_count_100k_1m,48)",EFA71CB746D6EFB96330BD5BCD70D19E4451828088C5C031E9E3907DD151B536,false,STATIC_ONLY,
913,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Delta_48h__agg_trade_count_100k_1m,rolling_self_reproduction,Delta,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,48H_ROLLING,TEMPORAL_DIFFERENCE,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Delta(agg_trade_count_100k_1m,48)",028EC81B389ADDF19FE37C9CAC95FE85AB74D6F60A0796601F10DBBF3219F29D,false,STATIC_ONLY,
914,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,Decay_48h__agg_trade_count_100k_1m,rolling_self_reproduction,Decay,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,48H_ROLLING,EXPONENTIAL_SMOOTHING,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"Decay(agg_trade_count_100k_1m,48)",23D686390A63CD47214466428BD6B7EC62EA1A1E5989F57AEDD8FB50AC0EDDC0,false,STATIC_ONLY,
915,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMin_48h__agg_trade_count_100k_1m,rolling_self_reproduction,RollingMin,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,48H_ROLLING,ROLLING_EXTREME,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMin(agg_trade_count_100k_1m,48)",B1B8757928BEB1D3074331464405B79CE7153082175AF06305C378CE39D07A96,false,STATIC_ONLY,
916,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,RollingMax_48h__agg_trade_count_100k_1m,rolling_self_reproduction,RollingMax,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,COUNT,48H_ROLLING,ROLLING_EXTREME,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"RollingMax(agg_trade_count_100k_1m,48)",DEA4499E8B33D143FD467EE0ECC00E83A41F1EE93CCA0913F2A37DEF1F5652AE,false,STATIC_ONLY,
917,main@09ac397c61b0b462497e9a8c0ea84981cc6a93f9,09ac397c61b0b462497e9a8c0ea84981cc6a93f9,NOT_APPLICABLE_STATIC_AUDIT,STATIC_HASHED_INVENTORY_NO_NUMERIC_DATA,STATIC_FEATURE_SPACE_QUALIFICATION,false,true,ZScore_48h__agg_trade_count_100k_1m,rolling_self_reproduction,ZScore,agg_trade_count_100k_1m,agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED::agg_trade_count_100k_1m,UNRESOLVED_DEPENDENCY_BUCKET,NOT_IDENTIFIABLE_STATICALLY,DIMENSIONLESS,48H_ROLLING,ROLLING_MEAN_THEN_CROSS_SECTIONAL_ZSCORE,-1,NONE_PROVEN,,0,NONE_PROVEN,STATIC_SPEC_NOT_PROOF_OF_FULL_MATERIALIZATION;STATIC_ONLY_NOT_CURRENT_RUNTIME_LOADED;AGG_MASK_REQUIRED;DECLARED_SAME_SYMBOL_BUT_EXECUTED_CROSS_SECTIONALLY;EFFECTIVE_CORE3_CROSS_SECTIONAL_DOF_AT_MOST_2,HISTORICAL_DRY_RUN_FORMATTER_AND_REPLAY_EVALUATOR_RECOVERED,git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v3_agg_aware_candidate_dry_run.py;git:1ed5acd:archive/deprecated_crypto_a7_20260527/scripts/scripts/crypto_a7v5_small_replay_smoke.py,"ZScore(TSMean(agg_trade_count_100k_1m,48))",B7C449699B0A2EDFFDA9B7DC546EFD980C59B24A0070D4FC24166B88968F1EEB,false,STATIC_ONLY,"historical formatter emits ZScore(TSMean(field,window)); evaluator implements ZScore as row-wise cross-sectional z-score"
